BEACON,DAS,CRITERIA,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,OWN_HOME,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER
770,37,1,03,01,14,000669,036500,01,000669,131,00,,,,,,,,,003300,000669,,,,01,1,87499.50,0,122,055,140,97,40,,61,35,M,M,0 
757,149,1,04,03,07,001017,009885,04,001017,050,01,,,,,009885,001017,,,,,085026,082786,,03,0,42999.50,0,096,050,130,99,24,,46,42,M,M,0 
745,455,1,06,04,07,003135,031633,07,019136,209,01,,,,,026033,003135,034240,015926,,,,,,08,1,62499.50,0,096,051,140,99,46,,52,42,M,U,0 
761,278,1,02,02,06,001276,001929,04,013519,108,02,,,,,001929,001276,021354,012243,,,071250,049820,,05,1,62499.50,0,066,030,120,96,27,,41,57,M,U,0 
775,-3,1,03,01,19,000268,003080,03,002576,141,00,,,,,,,006837,002308,003000,000268,072000,070944,,03,1,62499.50,0,081,042,140,96,40,,59,35,M,M,0 
720,170,1,02,01,14,006649,007970,04,014981,081,01,,,,,007500,006649,030323,008332,,,110000,107000,,04,1,87499.50,0,128,045,140,96,33,,63,35,F,U,0 
766,112,1,02,00,30,000000,007070,04,000568,197,00,,,,,007000,000000,,,,,129000,127000,,06,0,87499.50,0,116,065,140,99,41,,49,42,M,U,0 
765,273,1,04,01,12,000929,022000,02,014953,085,00,,,,,006000,000929,,,010000,000000,,,,01,0,62499.50,0,096,051,140,99,46,,69,35,M,M,0 
773,18,1,02,02,99,000825,005990,05,021042,261,00,,,,,,,032291,020217,,,109000,107000,,08,1,62499.50,0,100,050,120,99,31,,42,57,M,M,0 
757,84,1,02,01,50,000329,006100,01,000329,070,00,,,,,006100,000329,,,,,,,,01,0,42999.50,0,066,030,120,96,27,,,42,F,U,0 
726,154,1,10,08,15,005320,020148,10,005470,107,03,,,,,005000,000403,,,005610,003261,077000,072011,,07,1,87499.50,0,083,043,120,98,27,,59,35,M,U,0 
744,70,1,04,03,23,004734,023288,03,004734,151,01,,,,,017788,004734,,,005500,000000,,,,02,1,87499.50,0,096,051,140,99,46,,41,57,M,M,0 
718,428,1,02,01,06,005243,008500,03,008308,220,01,,,,,007500,005243,004050,003065,,,082400,079715,,06,0,62499.50,0,092,046,130,99,35,,45,42,M,M,0 
758,74,1,03,02,08,000661,010052,03,000661,175,00,,,,,008000,000661,,,,,062000,006634,,01,0,62499.50,0,094,052,140,98,38,,,42,M,M,0 
742,167,1,03,03,08,003003,022176,04,003003,202,00,,,,,,,,,013500,002931,115000,110000,,01,0,62499.50,0,092,045,130,97,33,,47,42,M,M,0 
735,278,1,07,04,04,006381,028367,09,028526,304,01,,,,,020700,006068,036876,022049,002000,000263,042450,030742,,10,0,62499.50,0,091,047,130,98,38,,44,57,M,M,0 
738,178,1,03,03,10,001717,008077,04,001717,126,01,,,,,007577,001316,,,000500,000401,083559,082677,,02,0,42999.50,0,074,044,120,98,32,,62,35,M,M,0 
756,269,1,03,03,54,008129,018317,05,179129,141,01,,,,,007715,006929,000000,171000,,,069500,062621,,07,0,87499.50,0,094,052,140,98,38,,42,57,M,M,0 
771,167,1,01,01,99,001096,007500,03,001251,148,00,,,,,007500,001096,,,,,085100,080293,,05,0,62499.50,0,083,043,120,98,27,,,42,M,M,0 
734,29,1,04,03,12,008676,030720,04,008676,112,01,,,,,007500,000000,,,023220,008676,,,,03,0,87499.50,0,081,042,140,96,40,,52,42,M,U,0 
770,94,1,01,00,77,000000,002600,02,015693,089,00,,,,,002600,000000,025600,015693,,,,,,02,0,62499.50,0,067,020,120,82,20,,65,35,M,M,0 
744,311,1,04,01,07,002088,008430,04,006799,197,00,,,,,007500,002088,009592,004711,000172,000000,083900,083812,,02,0,62499.50,0,116,044,120,99,24,,54,42,F,U,0 
783,46,1,03,01,56,000820,030900,01,000820,228,00,020000,000000,,,010900,000820,,,020000,000000,,,,15,0,62499.50,0,069,031,120,91,17,,,42,M,U,0 
743,236,1,04,03,05,002463,025600,06,002519,131,00,,,,,016500,002077,020588,014836,,,020588,014836,,03,1,87499.50,0,092,045,130,97,33,,51,42,M,M,0 
739,340,1,05,04,17,003824,021530,06,018172,177,01,,,,,011530,002242,022887,014348,010000,001582,,,,04,1,87499.50,0,083,037,120,99,23,,59,35,M,U,0 
773,14,1,02,01,85,000800,013864,04,005294,116,00,,,,,008500,000800,006515,004462,,,055900,051825,,02,0,42999.50,0,094,052,140,98,38,,56,42,M,U,0 
768,32,1,02,02,08,001369,009400,03,001369,166,00,,,,,009400,001369,,,,,089500,087314,,02,0,62499.50,0,072,035,120,94,31,,60,35,M,M,0 
762,138,1,01,01,56,000185,004500,02,004947,258,00,,,,,004500,000185,009525,004762,,,,,,03,1,87499.50,0,108,055,140,99,36,,,42,M,U,0 
784,77,1,04,01,27,000082,011900,02,000082,165,00,,,,,,,,,009000,000082,095500,086368,,07,0,42999.50,0,108,055,140,99,36,,48,42,F,U,0 
719,217,1,03,03,14,005228,014098,05,018169,176,01,,,,,,,013118,012941,,,056400,053504,,07,1,62499.50,0,077,045,120,99,27,,59,35,M,M,0 
743,249,1,05,03,09,002024,019496,05,020931,131,00,,,,,004900,001699,020578,018863,010740,000325,,,,02,1,87499.50,0,116,065,140,99,41,,,42,M,M,0 
717,282,1,04,04,22,016919,022487,06,026075,365,03,,,,,007500,006102,013013,009156,011171,010057,071000,070253,,05,0,62499.50,0,128,045,140,96,33,,45,42,M,M,0 
776,74,1,04,03,67,000517,014860,04,006758,152,00,,,,,009800,000132,012006,006241,001000,000383,,,,14,0,62499.50,0,077,045,120,99,27,,37,57,M,M,0 
747,40,1,09,07,24,004379,029395,10,015764,186,01,,,,,009500,001255,016800,011342,005190,001504,139000,136000,,04,0,87499.50,0,122,055,140,97,40,,,42,M,M,0 
772,78,1,02,01,41,000678,005500,01,000678,075,00,,,,,002400,000678,,,003100,000000,,,,15,0,87499.50,0,096,051,140,99,46,,,42,M,M,0 
713,194,1,02,02,50,003023,007210,06,028965,229,00,,,,,,,044261,025942,001210,000179,067050,067573,,07,0,62499.50,0,083,043,120,98,27,,57,42,M,M,0 
760,218,1,05,02,12,000302,009174,02,000302,201,00,,,,,006000,000153,,,,,,,,01,0,62499.50,0,092,045,130,97,33,,54,42,M,M,0 
767,32,1,01,01,26,000361,005000,04,032012,139,00,,,,,005000,000361,042162,031651,,,169000,165000,,03,0,87499.50,0,122,055,140,97,40,,51,42,M,M,0 
753,212,1,03,01,09,000570,015590,02,000570,091,00,,,,,008000,000000,,,007200,000570,097150,092387,,02,0,42999.50,0,128,045,140,96,33,,,42,M,U,0 
782,42,1,02,01,46,000243,008400,02,000243,156,00,,,,,,,,,007500,000243,113000,111000,,06,0,62499.50,0,099,047,140,99,34,,58,42,M,M,0 
711,307,1,02,02,04,011515,013400,05,038224,123,02,,,,,,,026709,026709,008700,009058,083800,081542,,03,1,87499.50,0,122,055,140,97,40,,61,35,M,M,0 
754,118,1,01,01,88,003204,010000,02,003204,203,00,,,,,,,,,010000,003204,,,,04,0,87499.50,0,122,055,140,97,40,,45,42,M,M,0 
772,-60,1,07,06,54,001343,027424,06,001343,417,00,,,,,018200,000831,,,,,,,,15,0,87499.50,0,066,030,120,96,27,,33,57,M,M,0 
773,65,1,03,01,05,001225,014780,02,001225,208,00,,,,,,,003000,000000,,,109000,105000,,04,0,87499.50,0,096,051,140,99,46,,,42,M,M,0 
779,24,1,04,01,11,001245,007573,01,001245,134,00,,,,,,,,,006600,001245,,,,06,0,62499.50,0,099,047,140,99,34,,,42,M,U,0 
776,217,1,05,02,04,000155,019715,05,013862,436,00,,,,,005715,000142,015550,013646,006000,000013,,,,04,0,87499.50,0,122,055,140,97,40,,40,57,M,M,0 
766,106,1,04,02,18,001775,011428,03,014556,258,00,,,,,010541,001775,013511,012781,,,,,,15,0,62499.50,0,088,048,120,98,22,,50,42,M,M,0 
742,104,1,01,01,18,003816,004096,02,003816,136,01,,,,,004096,003816,,,,,055388,045410,,03,1,62499.50,0,096,051,140,99,46,,54,42,F,U,0 
752,118,1,02,01,06,000972,008863,03,009209,197,00,,,,,,,009144,008237,004863,000000,066500,061552,,06,1,62499.50,0,073,034,120,98,24,,55,42,M,U,0 
749,110,1,02,01,13,000006,017000,03,022153,154,00,,,,,012700,000006,021369,000000,,,100000,092206,,01,1,87499.50,0,081,042,140,96,40,,56,42,M,M,0 
748,98,1,03,01,18,000980,009500,03,098841,113,00,,,,,009200,000980,017565,014357,,,,,,02,0,87499.50,0,122,055,140,97,40,,44,57,M,M,0 
724,207,1,03,01,38,003319,015038,05,027140,251,00,,,,,008200,003319,036364,023821,001870,000000,091500,085709,,07,1,62499.50,0,096,051,140,99,46,,54,42,M,M,0 
725,116,1,06,06,23,012118,018070,06,012118,085,04,,,,,003400,003182,,,012000,008336,,,,03,0,42999.50,0,108,055,140,99,36,,,42,U,U,0 
761,44,1,05,03,08,001350,014896,04,001350,177,00,,,,,011376,001350,,,,,070000,061838,,08,1,62499.50,0,108,055,140,99,36,,58,42,M,M,0 
782,34,1,03,01,25,000627,019900,02,000627,152,00,,,,,019500,000627,,,,,079200,077883,,00,0,62499.50,0,094,052,140,98,38,,62,35,M,M,0 
747,233,1,08,06,08,001637,023378,10,012730,168,02,,,,,,,016161,011043,000917,000807,014400,010204,,02,1,87499.50,0,122,055,140,97,40,,57,42,M,M,0 
734,27,1,01,01,37,001881,004000,03,004918,170,00,,,,,004000,001881,018225,003037,,,065600,063159,,03,0,42999.50,0,072,035,120,99,23,,61,35,M,M,0 
702,239,1,12,10,05,020067,051170,12,029188,180,04,,,,,039706,018768,012391,009121,001000,000000,095250,090709,,07,1,87499.50,0,083,037,120,99,23,,50,42,M,M,0 
765,158,1,03,03,47,001437,015396,03,001437,130,00,,,,,015396,001437,,,,,,,,03,1,62499.50,0,096,051,140,99,46,,65,35,M,M,0 
709,108,1,04,03,99,010784,017577,07,035471,186,02,,,,,004453,004343,042598,024687,008000,005004,,,,14,0,62499.50,0,073,034,120,98,24,,45,42,M,M,0 
783,68,1,05,05,19,003733,007506,05,003733,002,02,,,,,,,,,005600,003183,,,,04,1,42999.50,0,081,042,140,96,40,,35,57,M,U,0 
773,24,1,03,03,76,002884,015160,03,002884,214,00,,,,,015000,002849,,,,,,,,08,0,87499.50,0,096,051,140,99,46,,51,42,M,M,0 
718,421,1,02,02,15,002065,006108,04,002065,110,01,,,,,003300,002014,002775,000000,,,079650,073236,,06,0,62499.50,0,094,052,140,98,38,,,42,M,M,0 
743,102,1,03,02,42,002936,008670,04,031915,257,00,,,,,005900,002199,,,,,046050,037406,,06,0,42999.50,0,066,030,120,96,27,,,42,M,U,0 
731,138,1,04,03,88,011383,029239,05,019228,180,02,,,,,024239,011383,009601,007845,005000,000000,,,,03,1,87499.50,0,091,047,130,98,38,,59,35,M,M,0 
775,36,1,03,01,14,001684,029000,02,001684,272,00,,,,,020500,001684,,,008500,000000,,,,06,0,62499.50,0,108,055,140,99,36,,,42,M,U,0 
756,153,1,02,01,26,003670,009200,02,003789,255,01,,,,,009200,003670,005723,000119,,,,,,03,0,62499.50,0,074,044,120,98,32,,46,42,M,U,0 
769,56,1,02,02,48,000478,009912,03,002128,140,00,,,,,009912,000478,009217,000000,,,,,,06,0,62499.50,0,083,037,120,99,23,,57,42,M,U,0 
729,197,1,01,01,93,004348,005000,03,019763,246,01,,,,,005000,004348,018000,015415,,,066400,061547,,10,0,87499.50,0,096,051,140,99,46,,42,57,M,U,0 
714,351,1,02,02,38,008207,012600,03,029334,066,02,,,,,012600,008207,027558,021127,,,,,,03,0,62499.50,0,122,055,140,97,40,,68,35,M,M,0 
783,186,1,02,01,05,000447,009247,01,000447,218,01,,,,,008800,000000,013515,000000,000447,000447,,,,02,0,62499.50,0,100,050,120,99,31,,,42,M,U,0 
773,84,1,05,02,06,001031,022050,03,004925,154,00,,,,,015600,001031,007201,003894,,,,,,11,1,62499.50,0,083,037,120,99,23,,39,57,M,U,0 
722,177,1,05,05,09,018045,031600,07,031199,102,02,,,,,027000,017599,014426,013154,,,081379,079387,,02,0,62499.50,0,100,050,120,99,31,,61,35,M,M,0 
780,25,1,04,01,63,000024,005400,03,000063,168,00,,,,,003300,000024,000000,,000100,000000,068800,063620,,06,1,87499.50,0,099,047,140,99,34,,,42,M,M,0 
694,243,1,05,04,04,004549,020664,07,011437,214,00,,,,,020664,004549,008910,006785,,,,,,04,0,87499.50,0,122,055,140,97,40,,54,42,M,M,0 
761,244,1,03,01,03,000069,014512,02,000069,116,00,,,,,014000,000069,,,,,081000,080284,,05,0,62499.50,0,100,050,120,99,31,,60,35,M,M,0 
718,291,1,02,00,27,000000,005220,02,016503,081,00,,,,,,,034350,016503,,,,,,05,1,62499.50,0,081,042,140,96,40,,68,35,M,M,0 
773,-32,1,03,03,59,002139,020100,05,002139,185,00,,,,,020100,002139,,,,,035000,021961,,08,0,87499.50,0,083,043,120,98,27,,,42,M,U,0 
725,164,1,04,03,04,009511,017000,03,009511,176,02,,,,,015700,009511,,,,,,,,06,1,62499.50,0,072,035,120,94,31,,60,35,M,M,0 
789,87,1,06,02,16,000751,024370,03,000751,221,00,,,,,024000,000735,,,,,049400,044981,,12,0,87499.50,0,092,046,130,99,35,,54,42,M,M,0 
748,316,1,04,03,16,002579,008716,07,019557,165,00,,,,,004200,001962,023500,016905,,,150000,146000,,03,1,87499.50,0,122,055,140,97,40,,50,42,M,M,0 
765,285,1,05,03,16,002164,009809,05,004390,238,00,,,,,009300,002093,002675,002226,,,064500,059123,,06,1,62499.50,0,088,040,120,99,33,,51,42,M,M,0 
766,84,1,00,00,,,,02,011724,201,00,,,,,,,012549,011724,,,085600,079402,,04,0,62499.50,0,116,065,140,99,41,,54,42,M,M,0 
766,34,1,03,03,69,001463,011900,06,016661,272,00,,,,,009800,001251,031761,020949,,,027900,013512,,15,0,62499.50,0,073,034,120,98,24,,49,42,M,U,0 
731,282,1,05,01,05,001320,016287,04,012534,095,00,,,,,009800,001320,023092,011214,,,063650,061778,,03,1,87499.50,0,108,055,140,99,36,,63,35,M,M,0 
732,215,1,03,02,23,002775,007923,03,002775,127,01,,,,,007800,002752,,,,,054000,053464,,05,1,42999.50,0,094,052,140,98,38,,61,35,M,U,0 
782,-76,1,02,00,94,000000,004100,02,008332,164,00,,,,,004100,000000,011953,008332,000000,000000,100000,095796,,06,0,62499.50,0,096,051,140,99,46,,,42,M,U,0 
724,140,1,09,07,07,006928,032460,11,030569,188,01,,,,,016033,001447,033155,023619,010000,002758,090000,087694,,04,1,87499.50,0,091,046,140,99,34,,55,42,M,M,0 
744,147,1,05,03,03,007556,032127,04,007556,172,01,,,,,015500,000048,,,010000,005711,052500,047536,,07,0,87499.50,0,085,031,120,97,23,,56,42,M,U,0 
769,21,1,02,02,59,000656,002000,03,000704,147,00,,,,,,,,,002000,000656,,,,00,1,62499.50,0,096,051,140,99,46,,50,42,M,M,0 
779,91,1,03,01,12,001025,020300,02,001025,042,00,,,,,009200,001025,,,006500,000000,060000,052426,,03,0,87499.50,0,122,055,140,97,40,,44,57,M,M,0 
719,204,1,04,03,15,002515,018360,04,002515,189,00,,,,,018000,002515,,,000360,000000,087100,086134,,07,1,62499.50,0,096,051,140,99,46,,56,42,M,M,0 
736,153,1,05,03,05,000326,017681,04,000326,157,00,,,,,014181,000205,,,,,062000,060181,,05,0,62499.50,0,088,040,120,99,33,,,42,M,U,0 
777,125,1,04,02,14,000217,013310,03,002588,240,00,,,,,013310,000217,010000,002371,,,,,,13,0,62499.50,0,083,037,120,99,23,,41,57,M,U,0 
767,228,1,02,02,04,001377,005900,04,007290,232,00,,,,,005900,001377,012525,005913,,,,,,04,1,87499.50,0,122,055,140,97,40,,43,57,M,M,0 
737,293,1,05,05,01,001051,018146,06,001051,121,01,,,,,018096,000994,,,,,100000,096321,,03,1,87499.50,0,108,055,140,99,36,,63,35,M,M,0 
761,251,1,03,02,19,000792,015190,04,005460,126,00,,,,,014700,000734,005050,004668,000490,000058,075000,068767,,04,1,42999.50,0,094,052,140,98,38,,62,35,M,M,0 
740,244,1,03,02,09,004070,011753,03,004070,164,02,,,,,009500,001866,008356,000000,002253,002204,102000,100000,,02,0,42999.50,0,092,045,130,97,33,,59,35,M,U,0 
734,295,1,09,05,02,004807,022297,08,013493,155,01,,,,,008637,002322,047107,008650,,,108000,094886,,04,0,87499.50,0,096,051,140,99,46,,47,42,M,M,0 
752,105,1,01,01,26,002160,007500,04,022674,247,00,,,,,007500,002160,024803,020514,,,114000,112000,,00,0,87499.50,0,092,045,130,97,33,,38,57,M,M,0 
748,338,1,02,01,09,000492,011204,02,000492,154,00,,,,,,,,,008000,000492,,,,02,1,87499.50,0,094,052,140,98,38,,59,35,M,M,0 
733,54,1,03,02,07,008288,013700,03,008288,267,01,,,,,007500,003099,,,006200,005189,094950,093216,,01,0,62499.50,0,096,050,130,99,24,,51,42,M,M,0 
758,61,1,02,01,70,001673,006673,04,014046,223,01,,,,,006673,001673,021267,016440,,,079100,076721,,04,0,62499.50,0,096,051,140,99,46,,54,42,M,M,0 
753,137,1,01,01,11,001303,001505,01,001303,210,01,,,,,,,,,001505,001303,,,,13,0,42999.50,0,083,037,120,99,23,,,42,M,U,0 
782,136,1,01,00,99,000000,004976,00,000000,066,00,,,,,,,,,004976,000000,,,,02,0,42999.50,0,122,055,140,97,40,,,57,M,U,0 
785,-68,1,02,02,69,000509,011400,04,000509,145,00,,,,,009400,000453,,,,,047000,046321,,00,0,42999.50,0,081,042,140,96,40,,,42,M,M,0 
749,274,1,01,01,16,002003,004600,02,002003,183,00,,,,,,,,,004600,002003,112000,102000,,03,0,62499.50,0,083,037,120,99,23,,,42,M,M,0 
714,280,1,07,05,06,024257,028142,06,043210,117,04,,,,,026985,024251,022170,018953,000933,000006,,,,03,0,87499.50,0,128,045,140,96,33,,53,42,M,M,0 
741,193,1,05,02,24,000967,017744,04,000967,216,00,,,,,012831,000545,,,003913,000422,071250,063421,,08,1,62499.50,0,091,047,130,98,38,,58,42,M,U,0 
778,79,1,05,02,18,000673,017949,02,000673,093,00,,,,,013449,000673,,,,,,,,03,0,62499.50,0,122,055,140,97,40,,31,57,M,M,0 
785,-12,1,05,05,99,004163,018393,06,005875,108,01,,,,,,,,,009100,003358,,,,02,0,62499.50,0,081,042,140,96,40,,39,57,M,M,0 
746,38,1,03,01,49,003874,021100,02,003874,142,01,,,,,021100,003874,,,,,144000,137000,,03,0,87499.50,0,122,055,140,97,40,,56,42,M,M,0 
755,183,1,01,01,99,001072,008500,02,001072,224,00,,,079450,076915,008500,001072,,,,,,,,02,0,42999.50,0,092,045,130,97,33,,56,42,M,M,0 
758,228,1,02,01,22,000339,002900,03,000518,090,00,,,,,002500,000339,,,,,068456,066609,,03,0,42999.50,0,081,042,140,96,40,,63,35,F,U,0 
760,143,1,07,04,25,000831,027338,05,048803,272,00,,,,,022500,000640,,,,,,,,15,1,87499.50,0,073,034,120,98,24,,52,42,M,M,0 
768,149,1,01,01,27,000345,009500,03,059626,231,00,,,,,,,009005,005970,009500,000345,,,,08,0,87499.50,0,094,052,140,98,38,,56,42,M,M,0 
741,165,1,02,02,56,001120,012500,05,047659,030,00,,,,,012500,001120,048876,046539,,,092500,085360,,03,0,87499.50,0,094,052,140,98,38,,58,42,M,U,0 
784,211,1,07,03,17,000680,012754,05,000710,240,01,,,,,000684,000575,,,,,123000,113000,,06,1,87499.50,0,128,045,140,96,33,,52,42,M,M,0 
718,334,1,06,06,01,023772,034087,07,044758,170,03,,,,,,,,,002471,001360,,,,13,0,62499.50,0,099,047,140,99,34,,,42,M,U,0 
741,310,1,03,00,05,000000,007278,04,015854,061,00,,,,,007000,000000,023100,015854,,,078950,077161,,02,0,62499.50,0,092,046,130,99,35,,,42,M,U,0 
774,13,1,01,00,99,000000,000390,02,001297,282,00,,,,,,,012000,001297,,,058600,054168,,08,0,87499.50,0,092,046,130,99,35,,45,42,M,M,0 
788,84,1,03,01,17,000173,023500,02,000173,156,00,,,,,015000,000173,,,008500,000000,067900,065667,,03,0,62499.50,0,085,031,120,97,23,,,42,U,U,0 
767,40,1,04,02,88,000805,007815,04,000849,140,00,,,,,006578,000805,,,,,110000,097404,,04,1,87499.50,0,106,052,140,98,49,,60,35,M,M,0 
731,275,1,01,01,43,003579,003900,02,016484,065,01,,,,,003900,003579,024978,012905,,,,,,03,0,42999.50,0,122,055,140,97,40,,53,42,F,U,0 
770,185,1,01,01,90,000097,004600,03,009999,148,00,,,,,,,012000,009902,,,158000,155000,,00,0,87499.50,0,122,055,140,97,40,,,42,M,U,0 
778,4,1,01,00,28,000000,005000,01,006542,103,00,,,,,005000,000000,007378,006542,,,,,,15,0,42999.50,0,091,047,130,98,38,,,42,U,U,0 
736,379,1,05,02,06,000637,022180,03,008675,137,00,,,,,021500,000637,010083,008038,000180,000000,,,,04,1,42999.50,0,099,047,140,99,34,,60,35,M,M,0 
767,7,1,02,02,56,001606,013500,03,001606,183,00,,,,,013500,001606,,,,,180000,177000,,01,0,87499.50,0,081,042,140,96,40,,43,57,M,M,0 
750,58,1,06,04,06,004030,020905,06,016597,167,00,,,,,017500,003523,019750,012567,,,128000,118000,,03,0,87499.50,0,100,050,120,99,31,,61,35,F,U,0 
765,90,1,01,01,99,001392,008000,02,001392,170,00,,,,,,,,,,,082300,071508,,06,0,62499.50,0,094,052,140,98,38,,54,42,M,M,0 
752,172,1,06,03,04,000998,014632,04,000998,100,00,,,,,009900,000870,,,,,083600,081708,,02,0,62499.50,0,081,028,120,97,16,,64,35,M,M,0 
778,202,1,04,02,04,001067,020900,04,011166,221,00,,,,,020500,001067,013637,010099,,,092000,087652,,04,1,62499.50,0,085,031,120,97,23,,47,42,M,M,0 
698,43,1,09,09,32,014243,039725,11,014338,120,04,,,,,012300,001891,,,019376,007537,063000,058095,,07,0,87499.50,0,099,047,140,99,34,,,42,M,M,0 
772,153,1,03,01,15,000714,014030,04,000786,155,00,,,,,005000,000000,,,009000,000714,037500,032914,,10,0,62499.50,0,069,031,120,91,17,,,42,M,M,0 
714,284,1,08,05,03,005490,027868,05,005490,109,00,,,,,018200,002771,,,003000,001007,,,,01,0,62499.50,0,099,047,140,99,34,,65,35,M,M,0 
763,165,1,01,01,85,001042,005000,01,001042,114,00,,,,,005000,001042,,,,,,,,,1,62499.50,0,096,050,130,99,24,,46,42,M,M,0 
782,127,1,05,03,52,001340,033364,04,104340,180,00,,,,,011631,000114,,,018227,000000,,,,11,0,87499.50,0,108,055,140,99,36,,,42,M,U,0 
729,170,1,04,03,06,004654,028626,04,005617,100,00,,,,,028626,004654,003604,000963,,,,,,01,1,62499.50,0,092,045,130,97,33,,52,42,M,M,0 
719,147,1,06,05,25,009654,023856,06,009654,273,03,,,,,017708,004036,,,,,042750,040887,,04,0,62499.50,0,066,030,120,96,27,,,42,M,M,0 
759,239,1,03,02,15,000563,004520,03,000563,123,00,,,,,002300,000374,,,000420,000189,062400,061023,,01,1,87499.50,0,091,047,130,98,38,,55,42,M,U,0 
715,134,1,04,04,04,010370,020175,06,031429,247,03,,,,,019257,009748,027565,021059,,,104000,101000,,03,0,62499.50,0,096,050,130,99,24,,56,42,M,M,0 
763,157,1,04,02,21,001823,008608,04,022400,261,01,,,,,006098,001823,027191,020577,,,067500,064209,,09,0,62499.50,0,099,047,140,99,34,,,42,M,U,0 
731,415,1,05,02,14,004242,019240,04,016495,060,01,,,,,011400,004163,016708,012253,001720,000079,066120,064432,,01,0,62499.50,0,092,045,130,97,33,,,42,M,U,0 
730,281,1,07,05,02,003379,033123,07,003455,165,00,,,,,013353,000650,,,005000,002104,068400,066829,,01,1,62499.50,0,094,052,140,98,38,,59,35,M,M,0 
711,383,1,03,03,11,021466,027367,04,021466,108,02,,,,,007367,002431,006050,000000,020000,019035,076800,075436,,01,0,62499.50,0,091,046,140,99,34,,,42,M,M,0 
742,179,1,03,03,17,002215,014134,04,002215,084,00,,,,,007634,001581,,,006500,000634,070480,068847,,02,0,87499.50,0,079,046,120,98,25,,62,35,M,M,0 
744,-31,1,04,02,31,006158,013730,03,017909,260,01,,,,,008500,006081,019895,011751,,,,,,06,0,62499.50,0,096,051,140,99,46,,48,42,M,M,0 
772,182,1,02,01,07,000254,017500,03,000298,246,00,,,,,007500,000254,,,010000,000000,086154,078799,,07,1,42999.50,0,096,050,130,99,24,,59,35,M,M,0 
770,-6,1,03,01,76,001623,013100,02,001623,145,00,,,,,010800,001623,,,,,087140,086055,,07,1,87499.50,0,096,050,130,99,24,,59,35,M,U,0 
778,41,1,02,01,50,000124,002493,02,001320,001,00,,,,,,,,,,,,,,01,0,62499.50,0,092,045,130,97,33,,,57,M,U,0 
788,116,1,05,01,31,000250,024946,02,000250,215,00,,,,,011500,000250,,,,,074250,067448,,05,0,87499.50,0,106,052,140,98,49,,33,57,M,U,0 
711,376,1,05,03,02,001924,030400,05,009895,101,00,,,,,010000,000008,009846,007971,008000,001528,069750,066417,,05,0,62499.50,0,074,032,120,97,20,,53,42,M,M,0 
696,286,1,05,03,03,009480,022800,12,032833,251,02,,,,,015200,008054,025667,013800,003100,000000,006450,000008,,02,1,62499.50,0,128,045,140,96,33,,56,42,M,M,0 
716,366,1,03,02,25,002122,019362,03,002122,049,01,,,,,013800,000000,,,002562,001919,066000,058643,,01,0,62499.50,0,122,055,140,97,40,,48,42,M,M,0 
768,88,1,04,02,06,000657,019700,03,000657,123,00,,,,,005000,000454,,,013700,000000,132000,130000,,03,0,87499.50,0,122,055,140,97,40,,63,35,F,U,0 
747,48,1,03,02,08,003808,009140,04,023427,228,01,,,,,005500,000268,023488,019619,003640,003540,152000,148000,,00,0,62499.50,0,092,045,130,97,33,,48,42,M,M,0 
721,103,1,06,05,08,006469,020380,07,012050,082,02,,,021207,020247,015300,004380,012056,005581,002000,000858,,,,10,1,62499.50,0,083,037,120,99,23,,61,35,M,M,0 
788,6,1,02,01,11,000234,005400,01,000234,172,00,,,,,004900,000234,,,,,,,,09,0,62499.50,0,122,055,140,97,40,,,57,M,M,0 
716,373,1,02,02,17,003744,008000,06,009907,091,01,,,,,008000,003744,008734,003301,,,072660,071066,,02,0,87499.50,0,072,035,120,99,23,,,42,M,M,0 
750,235,1,07,04,07,005456,017961,06,154055,147,00,,,,,,,006550,000599,014604,005172,,,,02,0,87499.50,0,122,055,140,97,40,,41,57,M,U,0 
785,119,1,05,02,05,002636,022800,02,000040,364,00,,,,,003900,000000,,,009500,000000,,,,06,0,62499.50,0,099,047,140,99,34,,,42,M,M,0 
769,13,1,03,02,40,001741,006700,04,034520,254,00,,,,,,,,,003650,001478,034000,022088,,15,0,62499.50,0,088,040,120,99,33,,,42,M,M,0 
720,189,1,04,04,30,001992,020227,07,023840,194,01,,,,,010077,000872,027253,021848,008000,000972,118000,116000,,04,1,62499.50,0,067,020,120,82,20,,50,42,M,M,0 
713,274,1,06,04,04,004698,018919,07,015562,274,01,,,,,005687,001307,016397,010806,,,,,,03,1,87499.50,0,122,055,140,97,40,,50,42,M,M,0 
709,224,1,02,02,37,005900,009316,04,067576,122,01,,,,,,,025000,023530,,,,,,03,1,62499.50,0,094,052,140,98,38,,63,35,M,M,0 
746,92,1,02,01,99,001360,009794,03,019621,240,00,,,,,,,019269,018261,009300,001360,064900,064866,,00,0,87499.50,0,069,031,120,91,17,,45,42,M,M,0 
